YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,2,1,WN,2812,N444WN,DAL,CLT,820,819.0,-1.0,31.0,850.0,145.0,161.0,119.0,926,1149.0,11.0,1145,1200.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,10,7,3,AA,413,N167US,14492,11057,700,700.0,0.0,12.0,712.0,64.0,61.0,39.0,130,751.0,10.0,804,801.0,-3.0,0,0,,,,,,
2015,6,24,3,US,590,N553UW,ATL,PHX,2055,2108.0,13.0,16.0,2124.0,235.0,238.0,202.0,1587,2146.0,20.0,2150,2206.0,16.0,0,0,,3.0,0.0,0.0,0.0,13.0
2015,2,16,1,WN,3121,N202WN,FLL,SJU,1820,1831.0,11.0,12.0,1843.0,150.0,134.0,118.0,1046,2141.0,4.0,2150,2145.0,-5.0,0,0,,,,,,
2015,1,4,7,DL,616,N992DL,MEM,ATL,715,710.0,-5.0,13.0,723.0,85.0,74.0,56.0,332,919.0,5.0,940,924.0,-16.0,0,0,,,,,,
2015,9,11,5,UA,716,N446UA,IAH,DEN,1738,1742.0,4.0,28.0,1810.0,153.0,149.0,116.0,862,1906.0,5.0,1911,1911.0,0.0,0,0,,,,,,
2015,12,12,6,DL,950,N928DL,ATL,TPA,1535,1532.0,-3.0,9.0,1541.0,83.0,71.0,59.0,406,1640.0,3.0,1658,1643.0,-15.0,0,0,,,,,,
2015,6,30,2,B6,828,N606JB,MCO,EWR,1802,1954.0,112.0,9.0,2003.0,162.0,163.0,147.0,937,2230.0,7.0,2044,2237.0,113.0,0,0,,113.0,0.0,0.0,0.0,0.0
2015,5,28,4,DL,781,N332NB,MSP,IAH,1335,1329.0,-6.0,13.0,1342.0,178.0,203.0,177.0,1034,1639.0,13.0,1633,1652.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,6,11,4,DL,2163,N947DN,PDX,MSP,1134,1132.0,-2.0,10.0,1142.0,193.0,193.0,180.0,1426,1642.0,3.0,1647,1645.0,-2.0,0,0,,,,,,
2015,1,4,7,EV,4127,N13553,ATL,IAH,1638,1634.0,-4.0,19.0,1653.0,148.0,162.0,127.0,689,1800.0,16.0,1806,1816.0,10.0,0,0,,,,,,
2015,2,17,2,WN,1700,N712SW,BOS,HOU,705,707.0,2.0,36.0,743.0,295.0,336.0,295.0,1609,1138.0,5.0,1100,1143.0,43.0,0,0,,43.0,0.0,0.0,0.0,0.0
2015,12,30,3,OO,2956,N492SW,YUM,PHX,1605,1624.0,19.0,9.0,1633.0,55.0,50.0,33.0,160,1706.0,8.0,1700,1714.0,14.0,0,0,,,,,,
2015,10,9,5,WN,2713,N761RR,12889,12892,2020,2049.0,29.0,9.0,2058.0,70.0,59.0,40.0,236,2138.0,10.0,2130,2148.0,18.0,0,0,,0.0,0.0,0.0,18.0,0.0
2015,3,31,2,WN,3238,N8316H,MKE,MCO,2100,2053.0,-7.0,7.0,2100.0,160.0,138.0,124.0,1066,4.0,7.0,40,11.0,-29.0,0,0,,,,,,
2015,12,17,4,DL,2441,N904DE,MEM,ATL,915,954.0,39.0,11.0,1005.0,74.0,72.0,55.0,332,1200.0,6.0,1129,1206.0,37.0,0,0,,0.0,0.0,0.0,37.0,0.0
2015,8,1,6,DL,1132,N928DL,PWM,ATL,1750,1823.0,33.0,13.0,1836.0,182.0,163.0,141.0,1027,2057.0,9.0,2052,2106.0,14.0,0,0,,,,,,
2015,5,28,4,US,566,N181UW,LAX,PHX,1250,1255.0,5.0,23.0,1318.0,86.0,89.0,56.0,370,1414.0,10.0,1416,1424.0,8.0,0,0,,,,,,
2015,1,3,6,EV,5535,N600QX,MDT,ATL,1212,1220.0,8.0,26.0,1246.0,126.0,146.0,107.0,620,1433.0,13.0,1418,1446.0,28.0,0,0,,20.0,0.0,8.0,0.0,0.0
2015,8,9,7,AA,1987,N172US,CLT,ORD,810,804.0,-6.0,22.0,826.0,130.0,121.0,91.0,599,857.0,8.0,920,905.0,-15.0,0,0,,,,,,
2015,11,24,2,AS,750,N419AS,SEA,ATL,1620,1719.0,59.0,23.0,1742.0,277.0,275.0,242.0,2182,44.0,10.0,2357,54.0,57.0,0,0,,0.0,0.0,57.0,0.0,0.0
2015,10,19,1,MQ,3146,N935MQ,10685,13930,1825,1820.0,-5.0,4.0,1824.0,60.0,48.0,27.0,116,1851.0,17.0,1925,1908.0,-17.0,0,0,,,,,,
2015,3,27,5,OO,4659,N804SK,LAX,PHX,2130,2128.0,-2.0,35.0,2203.0,91.0,106.0,62.0,370,2305.0,9.0,2301,2314.0,13.0,0,0,,,,,,
2015,5,31,7,WN,4191,N479WN,DAL,AUS,1805,1807.0,2.0,7.0,1814.0,50.0,45.0,35.0,189,1849.0,3.0,1855,1852.0,-3.0,0,0,,,,,,
2015,6,15,1,NK,866,N514NK,LAX,DFW,945,942.0,-3.0,18.0,1000.0,173.0,183.0,156.0,1235,1436.0,9.0,1438,1445.0,7.0,0,0,,,,,,
2015,4,11,6,US,475,N177US,CLT,SFO,2005,2004.0,-1.0,13.0,2017.0,335.0,325.0,302.0,2296,2219.0,10.0,2240,2229.0,-11.0,0,0,,,,,,
2015,8,13,4,WN,235,N615SW,ATL,MCO,1115,1114.0,-1.0,14.0,1128.0,90.0,80.0,59.0,404,1227.0,7.0,1245,1234.0,-11.0,0,0,,,,,,
2015,12,27,7,AA,2402,N8AKAA,LAX,DFW,1255,1655.0,240.0,20.0,1715.0,186.0,181.0,147.0,1235,2142.0,14.0,1801,2156.0,235.0,0,0,,0.0,0.0,7.0,228.0,0.0
2015,11,24,2,UA,207,N38257,BOS,SFO,733,733.0,0.0,16.0,749.0,417.0,409.0,380.0,2704,1109.0,13.0,1130,1122.0,-8.0,0,0,,,,,,
2015,1,15,4,EV,4737,N13979,ORD,CLE,1720,1716.0,-4.0,17.0,1733.0,82.0,82.0,56.0,315,1929.0,9.0,1942,1938.0,-4.0,0,0,,,,,,
2015,2,2,1,US,794,N119US,MCO,PHL,1450,1458.0,8.0,37.0,1535.0,145.0,166.0,125.0,861,1740.0,4.0,1715,1744.0,29.0,0,0,,21.0,0.0,7.0,1.0,0.0
2015,9,10,4,DL,2588,N329NB,MSP,BOS,1505,1503.0,-2.0,18.0,1521.0,170.0,189.0,158.0,1124,1859.0,13.0,1855,1912.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,11,17,2,AS,66,N796AS,JNU,SEA,2010,2008.0,-2.0,15.0,2023.0,138.0,120.0,100.0,909,2303.0,5.0,2328,2308.0,-20.0,0,0,,,,,,
2015,9,2,3,AA,1219,N3BEAA,DCA,ORD,510,505.0,-5.0,9.0,514.0,128.0,101.0,84.0,612,538.0,8.0,618,546.0,-32.0,0,0,,,,,,
2015,8,16,7,WN,1504,N7723E,BUR,SMF,1020,1017.0,-3.0,17.0,1034.0,75.0,74.0,54.0,358,1128.0,3.0,1135,1131.0,-4.0,0,0,,,,,,
2015,1,26,1,EV,4376,N11544,XNA,IAH,1250,1243.0,-7.0,13.0,1256.0,105.0,103.0,79.0,438,1415.0,11.0,1435,1426.0,-9.0,0,0,,,,,,
2015,1,26,1,MQ,3406,N670MQ,DFW,SPS,1700,1719.0,19.0,21.0,1740.0,45.0,49.0,23.0,113,1803.0,5.0,1745,1808.0,23.0,0,0,,4.0,0.0,19.0,0.0,0.0
2015,6,24,3,DL,707,N3765,ORD,SLC,1831,1937.0,66.0,33.0,2010.0,210.0,217.0,177.0,1250,2207.0,7.0,2101,2214.0,73.0,0,0,,22.0,0.0,0.0,51.0,0.0
2015,7,9,4,AA,196,N4UCAA,OMA,DFW,1243,1300.0,17.0,12.0,1312.0,111.0,105.0,82.0,583,1434.0,11.0,1434,1445.0,11.0,0,0,,,,,,
2015,6,29,1,AA,2187,N3FAAA,BDL,DFW,700,703.0,3.0,12.0,715.0,228.0,261.0,204.0,1471,939.0,45.0,948,1024.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0
2015,5,28,4,OO,5427,N971SW,SFO,RDD,1303,1336.0,33.0,23.0,1359.0,66.0,65.0,37.0,199,1436.0,5.0,1409,1441.0,32.0,0,0,,0.0,0.0,0.0,32.0,0.0
2015,4,25,6,DL,1500,N540US,ATL,BOS,1340,1339.0,-1.0,29.0,1408.0,160.0,144.0,109.0,946,1557.0,6.0,1620,1603.0,-17.0,0,0,,,,,,
2015,10,20,2,WN,1787,N417WN,13204,11292,945,944.0,-1.0,12.0,956.0,245.0,225.0,204.0,1546,1120.0,9.0,1150,1129.0,-21.0,0,0,,,,,,
2015,12,2,3,WN,2002,N8324A,HOU,FLL,1020,1020.0,0.0,13.0,1033.0,140.0,128.0,112.0,957,1325.0,3.0,1340,1328.0,-12.0,0,0,,,,,,
2015,6,30,2,UA,253,N772UA,IAH,HNL,1000,1008.0,8.0,13.0,1021.0,498.0,475.0,456.0,3904,1257.0,6.0,1318,1303.0,-15.0,0,0,,,,,,
2015,4,27,1,US,422,N680AW,PDX,PHX,1515,1505.0,-10.0,10.0,1515.0,151.0,143.0,128.0,1009,1723.0,5.0,1746,1728.0,-18.0,0,0,,,,,,
2015,10,8,4,MQ,3519,N530MQ,12953,11433,1210,1200.0,-10.0,50.0,1250.0,120.0,139.0,84.0,502,1414.0,5.0,1410,1419.0,9.0,0,0,,,,,,
2015,1,12,1,UA,356,N825UA,LAX,LAS,1300,1424.0,84.0,12.0,1436.0,73.0,60.0,38.0,236,1514.0,10.0,1413,1524.0,71.0,0,0,,0.0,0.0,2.0,69.0,0.0
2015,10,6,2,DL,1241,N603AT,10397,11481,909,909.0,0.0,9.0,918.0,66.0,56.0,43.0,240,901.0,4.0,915,905.0,-10.0,0,0,,,,,,
2015,8,13,4,WN,2279,N8622A,DEN,SMF,2125,2131.0,6.0,12.0,2143.0,150.0,142.0,124.0,909,2247.0,6.0,2255,2253.0,-2.0,0,0,,,,,,
2015,9,17,4,DL,850,N915DE,ATL,CVG,1915,1926.0,11.0,25.0,1951.0,91.0,86.0,58.0,373,2049.0,3.0,2046,2052.0,6.0,0,0,,,,,,
2015,5,17,7,WN,393,N748SW,MDW,HOU,1150,1320.0,90.0,37.0,1357.0,155.0,203.0,159.0,937,1636.0,7.0,1425,1643.0,138.0,0,0,,48.0,0.0,90.0,0.0,0.0
2015,12,11,5,EV,5333,N718EV,DTW,OMA,835,859.0,24.0,18.0,917.0,132.0,125.0,105.0,651,1002.0,2.0,947,1004.0,17.0,0,0,,0.0,0.0,17.0,0.0,0.0
2015,6,18,4,B6,118,N374JB,JFK,BOS,1329,1326.0,-3.0,15.0,1341.0,76.0,56.0,34.0,187,1415.0,7.0,1445,1422.0,-23.0,0,0,,,,,,
2015,9,20,7,WN,848,N785SW,DCA,FLL,1200,1154.0,-6.0,14.0,1208.0,160.0,140.0,120.0,899,1408.0,6.0,1440,1414.0,-26.0,0,0,,,,,,
2015,4,24,5,WN,251,N441WN,HOU,TUL,2210,2206.0,-4.0,9.0,2215.0,85.0,84.0,66.0,453,2321.0,9.0,2335,2330.0,-5.0,0,0,,,,,,
2015,7,19,7,DL,1798,N603AT,EWR,ATL,1305,1302.0,-3.0,20.0,1322.0,150.0,127.0,101.0,746,1503.0,6.0,1535,1509.0,-26.0,0,0,,,,,,
2015,7,28,2,MQ,3126,N827MQ,SAF,DFW,1328,1328.0,0.0,11.0,1339.0,108.0,109.0,83.0,551,1602.0,15.0,1616,1617.0,1.0,0,0,,,,,,
2015,3,1,7,AA,1464,N3AKAA,DFW,TUL,2055,2129.0,34.0,10.0,2139.0,59.0,51.0,37.0,237,2216.0,4.0,2154,2220.0,26.0,0,0,,0.0,0.0,26.0,0.0,0.0
2015,7,20,1,DL,567,N321NB,PIT,MSP,2009,2003.0,-6.0,9.0,2012.0,129.0,119.0,107.0,726,2059.0,3.0,2118,2102.0,-16.0,0,0,,,,,,
2015,4,18,6,OO,5538,N978SW,MFR,SFO,1413,1407.0,-6.0,10.0,1417.0,83.0,75.0,61.0,329,1518.0,4.0,1536,1522.0,-14.0,0,0,,,,,,
2015,7,31,5,HA,287,N490HA,KOA,HNL,1542,1531.0,-11.0,8.0,1539.0,44.0,49.0,34.0,163,1613.0,7.0,1626,1620.0,-6.0,0,0,,,,,,
2015,7,1,3,MQ,3562,N663MQ,TOL,ORD,1100,1052.0,-8.0,10.0,1102.0,75.0,56.0,40.0,213,1042.0,6.0,1115,1048.0,-27.0,0,0,,,,,,
2015,9,10,4,DL,835,N964AT,TYS,ATL,1412,1417.0,5.0,12.0,1429.0,71.0,57.0,36.0,152,1505.0,9.0,1523,1514.0,-9.0,0,0,,,,,,
2015,10,14,3,AA,1454,N852AA,14771,11298,515,512.0,-3.0,12.0,524.0,211.0,203.0,179.0,1464,1023.0,12.0,1046,1035.0,-11.0,0,0,,,,,,
2015,10,12,1,AA,1651,N3DEAA,14027,13930,1655,1656.0,1.0,11.0,1707.0,193.0,183.0,161.0,1144,1848.0,11.0,1908,1859.0,-9.0,0,0,,,,,,
2015,3,2,1,MQ,2995,N508MQ,CMH,LGA,1720,1933.0,133.0,13.0,1946.0,100.0,95.0,65.0,479,2051.0,17.0,1900,2108.0,128.0,0,0,,81.0,0.0,0.0,47.0,0.0
2015,9,3,4,EV,4884,N176PQ,LEX,ATL,1002,1001.0,-1.0,17.0,1018.0,82.0,77.0,53.0,304,1111.0,7.0,1124,1118.0,-6.0,0,0,,,,,,
2015,6,17,3,EV,5132,N844AS,AVL,ATL,1945,1940.0,-5.0,29.0,2009.0,64.0,84.0,32.0,164,2041.0,23.0,2049,2104.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,1,7,3,HA,544,N484HA,HNL,OGG,1700,1659.0,-1.0,10.0,1709.0,37.0,36.0,21.0,100,1730.0,5.0,1737,1735.0,-2.0,0,0,,,,,,
2015,3,11,3,US,1997,N192UW,RSW,PHL,1400,1421.0,21.0,22.0,1443.0,162.0,173.0,144.0,993,1707.0,7.0,1642,1714.0,32.0,0,0,,11.0,0.0,9.0,12.0,0.0
2015,9,2,3,DL,1624,N943DN,MSP,PHL,1920,1916.0,-4.0,15.0,1931.0,158.0,144.0,123.0,980,2234.0,6.0,2258,2240.0,-18.0,0,0,,,,,,
2015,6,1,1,WN,389,N7720F,MSY,EWR,1230,1404.0,94.0,16.0,1420.0,175.0,169.0,144.0,1167,1744.0,9.0,1625,1753.0,88.0,0,0,,0.0,0.0,1.0,87.0,0.0
2015,11,15,7,DL,2273,N945DL,GSO,ATL,700,659.0,-1.0,30.0,729.0,88.0,90.0,53.0,306,822.0,7.0,828,829.0,1.0,0,0,,,,,,
2015,2,9,1,WN,158,N287WN,PDX,DEN,600,555.0,-5.0,10.0,605.0,145.0,134.0,118.0,991,903.0,6.0,925,909.0,-16.0,0,0,,,,,,
2015,10,17,6,EV,5056,N844AS,15607,10397,1400,1355.0,-5.0,8.0,1403.0,65.0,58.0,45.0,208,1448.0,5.0,1505,1453.0,-12.0,0,0,,,,,,
2015,9,28,1,EV,2631,N676AE,TLH,DFW,619,618.0,-1.0,8.0,626.0,150.0,127.0,110.0,767,716.0,9.0,749,725.0,-24.0,0,0,,,,,,
2015,1,31,6,DL,2162,N322NB,MDW,MSP,835,834.0,-1.0,13.0,847.0,98.0,84.0,67.0,349,954.0,4.0,1013,958.0,-15.0,0,0,,,,,,
2015,3,24,2,AA,1418,N3AAAA,DFW,HDN,1115,1112.0,-3.0,11.0,1123.0,140.0,129.0,114.0,769,1217.0,4.0,1235,1221.0,-14.0,0,0,,,,,,
2015,8,21,5,NK,116,N611NK,PHX,DEN,1152,1142.0,-10.0,10.0,1152.0,103.0,96.0,78.0,602,1410.0,8.0,1435,1418.0,-17.0,0,0,,,,,,
2015,3,10,2,WN,4905,N245WN,BUR,SJC,2115,2109.0,-6.0,7.0,2116.0,65.0,63.0,48.0,296,2204.0,8.0,2220,2212.0,-8.0,0,0,,,,,,
2015,10,15,4,AA,817,N110UW,14122,11057,1910,1928.0,18.0,14.0,1942.0,85.0,84.0,59.0,366,2041.0,11.0,2035,2052.0,17.0,0,0,,0.0,0.0,0.0,17.0,0.0
2015,7,2,4,F9,657,N934FR,DEN,SFO,750,744.0,-6.0,12.0,756.0,157.0,142.0,123.0,967,859.0,7.0,927,906.0,-21.0,0,0,,,,,,
2015,8,26,3,MQ,3159,N931MQ,SJT,DFW,1824,1812.0,-12.0,6.0,1818.0,65.0,53.0,42.0,229,1900.0,5.0,1929,1905.0,-24.0,0,0,,,,,,
2015,1,14,3,EV,2569,N876AS,LIT,DFW,1330,1341.0,11.0,14.0,1355.0,80.0,81.0,60.0,304,1455.0,7.0,1450,1502.0,12.0,0,0,,,,,,
2015,9,3,4,WN,407,N654SW,BWI,MCO,1820,1820.0,0.0,14.0,1834.0,135.0,131.0,110.0,787,2024.0,7.0,2035,2031.0,-4.0,0,0,,,,,,
2015,2,4,3,MQ,3363,N831MQ,DFW,MOB,1620,1618.0,-2.0,17.0,1635.0,94.0,97.0,76.0,539,1751.0,4.0,1754,1755.0,1.0,0,0,,,,,,
2015,1,6,2,DL,848,N902DE,MSP,BOS,1325,1524.0,119.0,11.0,1535.0,166.0,144.0,125.0,1124,1840.0,8.0,1711,1848.0,97.0,0,0,,0.0,0.0,2.0,95.0,0.0
2015,8,22,6,B6,716,N309JB,JAX,DCA,1246,1238.0,-8.0,9.0,1247.0,115.0,94.0,83.0,634,1410.0,2.0,1441,1412.0,-29.0,0,0,,,,,,
2015,11,3,2,AS,543,N464AS,LAX,PDX,1940,1930.0,-10.0,22.0,1952.0,149.0,167.0,140.0,834,2212.0,5.0,2209,2217.0,8.0,0,0,,,,,,
2015,1,1,4,OO,6217,N965SW,BUR,SFO,1622,1616.0,-6.0,13.0,1629.0,83.0,75.0,57.0,326,1726.0,5.0,1745,1731.0,-14.0,0,0,,,,,,
2015,10,7,3,AA,17,N032AA,12892,10423,635,628.0,-7.0,14.0,642.0,179.0,169.0,149.0,1242,1111.0,6.0,1134,1117.0,-17.0,0,0,,,,,,
2015,1,23,5,US,2010,N936UW,ORD,CLT,1825,1846.0,21.0,16.0,1902.0,116.0,126.0,94.0,599,2136.0,16.0,2121,2152.0,31.0,0,0,,10.0,0.0,17.0,4.0,0.0
2015,8,28,5,AA,2129,N803AW,DCA,BOS,1030,1022.0,-8.0,22.0,1044.0,89.0,93.0,58.0,399,1142.0,13.0,1159,1155.0,-4.0,0,0,,,,,,
2015,3,26,4,DL,1670,N304DQ,ATL,CHS,815,813.0,-2.0,16.0,829.0,67.0,62.0,42.0,259,911.0,4.0,922,915.0,-7.0,0,0,,,,,,
2015,6,7,7,WN,51,N520SW,LBB,DAL,1655,1648.0,-7.0,7.0,1655.0,65.0,61.0,48.0,293,1743.0,6.0,1800,1749.0,-11.0,0,0,,,,,,
2015,6,2,2,OO,3449,N217AG,SLC,SJC,1240,1235.0,-5.0,15.0,1250.0,120.0,116.0,96.0,584,1326.0,5.0,1340,1331.0,-9.0,0,0,,,,,,
2015,10,27,2,EV,5460,N134EV,10397,10685,1503,1501.0,-2.0,25.0,1526.0,105.0,110.0,83.0,533,1549.0,2.0,1548,1551.0,3.0,0,0,,,,,,
2015,3,26,4,WN,1322,N7733B,STL,SAN,1310,1312.0,2.0,6.0,1318.0,240.0,221.0,210.0,1557,1448.0,5.0,1510,1453.0,-17.0,0,0,,,,,,
2015,6,17,3,AA,1583,N3FJAA,BOS,DFW,810,1011.0,121.0,18.0,1029.0,254.0,,,1562,1700.0,40.0,1124,1740.0,,1,0,,,,,,
2015,4,8,3,WN,863,N752SW,PIT,MDW,1415,1448.0,33.0,10.0,1458.0,90.0,84.0,70.0,402,1508.0,4.0,1445,1512.0,27.0,0,0,,0.0,0.0,4.0,23.0,0.0
2015,3,17,2,UA,1516,N37456,IAH,LAS,1920,1930.0,10.0,15.0,1945.0,212.0,175.0,152.0,1222,2017.0,8.0,2052,2025.0,-27.0,0,0,,,,,,
2015,1,8,4,US,2141,N957UW,BOS,LGA,900,904.0,4.0,20.0,924.0,81.0,78.0,40.0,184,1004.0,18.0,1021,1022.0,1.0,0,0,,,,,,
2015,11,4,3,DL,1131,N933DL,LGA,FLL,1045,1043.0,-2.0,26.0,1109.0,200.0,183.0,151.0,1076,1340.0,6.0,1405,1346.0,-19.0,0,0,,,,,,
2015,5,8,5,DL,2075,N557NW,MCI,ATL,1227,1226.0,-1.0,13.0,1239.0,123.0,120.0,101.0,692,1520.0,6.0,1530,1526.0,-4.0,0,0,,,,,,
2015,1,5,1,OO,6493,N788SK,SFO,MFR,2010,3.0,233.0,18.0,21.0,77.0,70.0,46.0,329,107.0,6.0,2127,113.0,226.0,0,0,,0.0,0.0,226.0,0.0,0.0
2015,11,26,4,AA,397,N3GYAA,MIA,SJU,930,928.0,-2.0,13.0,941.0,160.0,145.0,126.0,1045,1247.0,6.0,1310,1253.0,-17.0,0,0,,,,,,
2015,3,13,5,DL,2421,N934DL,MSN,ATL,1109,1102.0,-7.0,9.0,1111.0,128.0,118.0,103.0,707,1354.0,6.0,1417,1400.0,-17.0,0,0,,,,,,
2015,12,26,6,WN,4264,N554WN,DSM,MDW,600,610.0,10.0,12.0,622.0,80.0,62.0,45.0,306,707.0,5.0,720,712.0,-8.0,0,0,,,,,,
2015,5,15,5,OO,4440,N602XJ,MSP,OMA,725,723.0,-2.0,17.0,740.0,77.0,68.0,48.0,282,828.0,3.0,842,831.0,-11.0,0,0,,,,,,
2015,2,1,7,US,2117,N753US,BOS,DCA,1400,1423.0,23.0,14.0,1437.0,99.0,90.0,72.0,399,1549.0,4.0,1539,1553.0,14.0,0,0,,,,,,
2015,2,5,4,EV,5958,N13997,EWR,STL,1548,1639.0,51.0,11.0,1650.0,173.0,155.0,133.0,872,1803.0,11.0,1741,1814.0,33.0,0,0,,29.0,0.0,0.0,4.0,0.0
2015,8,16,7,OO,5574,N934SW,FAT,SFO,655,645.0,-10.0,11.0,656.0,59.0,63.0,32.0,158,728.0,20.0,754,748.0,-6.0,0,0,,,,,,
2015,11,14,6,AA,320,N4XHAA,SAT,DFW,1238,1229.0,-9.0,9.0,1238.0,72.0,55.0,42.0,247,1320.0,4.0,1350,1324.0,-26.0,0,0,,,,,,
2015,3,20,5,AS,636,N459AS,SEA,PHX,1120,1115.0,-5.0,16.0,1131.0,172.0,161.0,139.0,1107,1350.0,6.0,1412,1356.0,-16.0,0,0,,,,,,
2015,12,1,2,WN,1471,N462WN,ISP,FLL,1245,1257.0,12.0,8.0,1305.0,185.0,168.0,155.0,1092,1540.0,5.0,1550,1545.0,-5.0,0,0,,,,,,
2015,10,25,7,UA,1937,N78866,12889,12266,1302,1400.0,58.0,14.0,1414.0,180.0,179.0,149.0,1222,1843.0,16.0,1802,1859.0,57.0,0,0,,0.0,0.0,19.0,38.0,0.0
2015,4,27,1,DL,1988,N554NW,ATL,SAT,1900,1905.0,5.0,17.0,1922.0,161.0,145.0,122.0,874,2024.0,6.0,2041,2030.0,-11.0,0,0,,,,,,
2015,10,25,7,DL,2843,N803DN,12889,10397,700,658.0,-2.0,12.0,710.0,235.0,217.0,198.0,1747,1328.0,7.0,1355,1335.0,-20.0,0,0,,,,,,
2015,6,19,5,UA,1044,N37470,ANC,ORD,8,203.0,115.0,12.0,215.0,364.0,367.0,345.0,2846,1100.0,10.0,912,1110.0,118.0,0,0,,3.0,0.0,24.0,91.0,0.0
2015,7,1,3,WN,51,N525SW,DAL,HOU,1900,,,,,65.0,,,239,,,2005,,,0,1,A,,,,,
2015,10,5,1,UA,545,N819UA,13930,10529,758,756.0,-2.0,26.0,822.0,130.0,133.0,102.0,783,1104.0,5.0,1108,1109.0,1.0,0,0,,,,,,
2015,11,19,4,WN,2842,N479WN,OAK,SNA,605,604.0,-1.0,21.0,625.0,90.0,88.0,63.0,371,728.0,4.0,735,732.0,-3.0,0,0,,,,,,
2015,9,16,3,OO,5355,N652BR,LAX,SBA,1619,1631.0,12.0,27.0,1658.0,45.0,53.0,19.0,89,1717.0,7.0,1704,1724.0,20.0,0,0,,8.0,0.0,0.0,12.0,0.0
2015,7,13,1,AA,251,N011AA,MIA,TPA,1700,1656.0,-4.0,20.0,1716.0,67.0,64.0,41.0,204,1757.0,3.0,1807,1800.0,-7.0,0,0,,,,,,
2015,8,23,7,WN,2674,N7811F,BOI,OAK,1930,1937.0,7.0,10.0,1947.0,105.0,103.0,83.0,512,2010.0,10.0,2015,2020.0,5.0,0,0,,,,,,
2015,4,28,2,WN,3218,N564WN,OAK,ABQ,2025,2021.0,-4.0,8.0,2029.0,130.0,127.0,114.0,889,2323.0,5.0,2335,2328.0,-7.0,0,0,,,,,,
2015,6,25,4,NK,408,N634NK,OAK,DFW,1810,2229.0,259.0,13.0,2242.0,198.0,202.0,181.0,1457,343.0,8.0,2328,351.0,263.0,0,0,,260.0,0.0,3.0,0.0,0.0
2015,10,17,6,MQ,3228,N638MQ,11298,10685,1815,1808.0,-7.0,13.0,1821.0,121.0,109.0,93.0,690,1954.0,3.0,2016,1957.0,-19.0,0,0,,,,,,
2015,7,28,2,WN,2950,N600WN,BWI,MDW,2155,2304.0,69.0,9.0,2313.0,120.0,102.0,85.0,611,2338.0,8.0,2255,2346.0,51.0,0,0,,0.0,0.0,12.0,39.0,0.0
2015,7,12,7,UA,428,N489UA,IAH,DEN,1945,1942.0,-3.0,14.0,1956.0,156.0,134.0,114.0,862,2050.0,6.0,2121,2056.0,-25.0,0,0,,,,,,
2015,3,20,5,WN,309,N418WN,LAS,MCI,2020,2029.0,9.0,12.0,2041.0,160.0,150.0,134.0,1139,55.0,4.0,100,59.0,-1.0,0,0,,,,,,
2015,5,14,4,DL,2279,N956DN,MSP,SJC,1743,1746.0,3.0,19.0,1805.0,242.0,229.0,206.0,1576,1931.0,4.0,1945,1935.0,-10.0,0,0,,,,,,
2015,1,17,6,DL,571,N692DL,ATL,STT,940,936.0,-4.0,14.0,950.0,217.0,195.0,177.0,1599,1347.0,4.0,1417,1351.0,-26.0,0,0,,,,,,
2015,12,30,3,AS,175,N552AS,LAX,ANC,2355,27.0,32.0,17.0,44.0,350.0,319.0,298.0,2345,442.0,4.0,445,446.0,1.0,0,0,,,,,,
2015,10,8,4,VX,23,N852VA,12478,14771,1030,1026.0,-4.0,18.0,1044.0,385.0,357.0,332.0,2586,1316.0,7.0,1355,1323.0,-32.0,0,0,,,,,,
2015,7,24,5,EV,4991,N538CA,AVP,ATL,600,550.0,-10.0,11.0,601.0,120.0,115.0,94.0,714,735.0,10.0,800,745.0,-15.0,0,0,,,,,,
2015,1,25,7,OO,5256,N795SK,IAH,SAT,1255,1310.0,15.0,28.0,1338.0,64.0,71.0,37.0,191,1415.0,6.0,1359,1421.0,22.0,0,0,,7.0,0.0,11.0,4.0,0.0
2015,10,9,5,WN,1867,N454WN,15304,11697,2130,2235.0,65.0,6.0,2241.0,55.0,44.0,36.0,197,2317.0,2.0,2225,2319.0,54.0,0,0,,0.0,0.0,36.0,18.0,0.0
2015,4,9,4,AA,1346,N633AA,MIA,ORD,1655,1717.0,22.0,22.0,1739.0,203.0,189.0,159.0,1197,1918.0,8.0,1918,1926.0,8.0,0,0,,,,,,
